Gene Family	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
K12394	0	0	0	0.144967	0.809526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159156	0	0	0	0	0
K12396	0	0	0	0	0.640652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12397	0	0	0	0	0.589019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12398	0	0	0	0	0.546293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12399	0	0	0	0	0.209594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12404	0	0	0	0	0.459498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12410	57.2703	50.3414	32.9876	91.6999	202.209	43.6997	31.2451	37.0764	8.66457	234.133	40.3103	33.4373	2.78096	3.31606	15.7102	48.3829	40.0489	19.4292	83.113	20.572	57.1333	18.6126	24.7627	37.5604	43.083	17.4795	45.7431	21.2299	40.1734	129.388	106.612	9.26739	27.1672	42.8687	104.199	6.12017	44.2452	14.025	13.5311	57.8791	50.0635	55.8423	44.1552	6.97399	35.652	23.2199	17.8609	50.207	78.2614	173.168	37.4083	28.5357	66.7298	24.3088	31.573	31.9983	67.2646	46.4159	90.2779	8.23111	45.18	15.7637	0	169.555	43.7663	41.9594	42.2229	33.1433	29.9496	38.4784	18.793	20.3167	42.6846	36.3202	57.96	77.0871	23.0431	37.0545	84.082	18.9483	23.5043	14.9473	45.6802	25.239	75.1315	42.6812	49.3298	27.9478	17.9972	64.3759	78.2564	36.3205	60.8023	24.6736	53.8739	34.8692	32.7619	11.5718	28.5201	65.7746	74.3848	62.1734	74.6576	59.0685	18.6642	41.8181	133.613	7.93322	27.5368	0.474928	4.05279	15.2002	0.614475	40.4866
K12411	0	0	0	0	0.421786	0	0	0	0	0	0	0	0	0	0	0.0992501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524368	0	0	0	0	0	0.0820949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12412	0	0	0	0	0.160098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142412	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124326	0	0	0	0
K12413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12414	0	0	0	0	0.0901937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181649	0	0	0	0	0	0	0	0	0	0	0	0	0.150368	0	0	0	0	0	0	0	0	0	0	0.443528	0	0	0	0	0	0.157441	0	0	0	4.45704	0	0	0	0	0	0	0.181232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148909	0.298437	0	0	0	0	0	0	0	0	0	3.61483	0	0	0	0	0	0	0.125297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12452	0	0	0	0.918872	0	0.666162	0	0.293326	0.204631	0	0	0	0	0	0	0	5.38291	3.5849	6.12216	5.64193	1.28953	0	8.16931	3.56583	4.09102	0.577969	0	3.85121	1.93008	0.641378	1.73474	0.253425	0	1.09553	1.05953	0.255254	3.19587	0.399045	0	0	0	2.77204	2.44709	6.66253	2.41207	1.83684	0.576362	2.45426	0	0	0	1.37822	3.49198	0	0.820028	1.46347	2.77774	0.840577	1.55663	0.856804	4.4383	1.82646	0	0.295304	0	0.758711	0	0.11623	0	2.18492	0.769953	1.03095	1.84856	1.95895	3.90385	0	0	0	0.791314	0	4.4785	0.862233	2.15255	2.87052	0.855539	11.4599	5.20775	2.75033	0.249459	7.58417	1.31853	3.4234	0.886952	0	1.01649	6.96087	6.80047	6.35342	2.52411	1.24982	2.81227	0	4.88155	4.55778	2.54359	5.08062	9.19312	0	0	0	0.761786	0.448853	0	7.90839
K12457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12462	0	0	0	0	2.01198	0	0	0	0	0	0	0	0.0782739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12469	0	0	0	0	0	0	0	0	0	0	0	0	0.103607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12471	0	0	0	0	0.226574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237165	0	0	0	0	0	0.108693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814617	0	0	0	0	0	0	16.412	0	0	0	0.986669	0	0	0	0	0.974515	0.173391	0	0	0	0	0	0	0	0
K12479	0	0	0	0	0.496152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12481	0	0	0	0	0.479214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12486	0	0	0	0	0.852265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12488	0	0	0	0	0.557471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12492	0	0	0	0	0.466141	0	0	0	0	0	0	0	0	0	0	0.0898739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12493	0	0	0	0	0.541142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379285	0	0	0	0	0	0.15665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12500	12.4578	1.70666	1.57403	0	0	19.0031	0	1.23706	1.31884	3.13218	0	0	0.159172	2.2596	28.455	0	0.548976	0.205581	0	0	1.9221	1.97827	1.75286	0	0	0	0.627904	0	0	0	0	0.153249	0	1.89867	3.94184	0.486206	1.8068	0	4.26888	0.88277	5.9218	2.94016	6.04585	1.62842	0	0.249099	2.64921	0	0.657732	0.704074	0	0	2.89397	0.993707	2.18015	12.8642	0	1.07766	0	4.45845	2.05564	6.23786	0	4.18795	2.82364	3.49287	5.34121	1.31508	0	1.2838	1.11751	0	0.399989	0	0	0	0	1.05824	0	0	0	4.56963	0	0.0389463	0.514424	0.0547647	1.8287	2.5098	0.231214	7.29591	0	1.38779	0	2.33757	0	0	0	0	0	0	0	2.01383	0	0	4.70405	0	0	0	0	0	1.8427	0	0	0
K12503	0	0	0	0	0.597245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628725	0	0	0.0931595	0	0	1.12953	0	0	0.214057	0	0	0	0	0	0	0.0921595	0	0	0	3.94613	0.119677	0	0	0	0	0	0.368132	0.200725	0	0	0.226816	0	0	0	0.143302	0	0	0	0	0	0	0	0	0.766806	0	0	0.180345	0	0	0	0	0.503181	0	0	0	0	0	0	0.148983	0	0	0	0.230475	0	0	0	0	0	0	0	0	0	0	0	0	0.296882	0	0.435628	0	0	0
K12506	0	0	0	1.81812	0	1.80855	0	0	0	0	0	0	0.177043	0	0	0	0	0	0	0	3.07093	0	0	0	0	0	0	0	0	0	0	0.49245	0.272193	0	0	0	0	0	3.01997	0	5.37616	0	0	0	0.594949	1.32914	0	0.279063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87874	0	7.60391	10.5325	6.17205	10.2646	8.64791	17.588	32.4584	8.803	5.47246	19.8517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21211	1.36698	5.65806	2.16483	14.6681	8.20387	6.78414	0	0	0	0	0	0	0	0	0	1.10338
K12507	5.72392	1.16382	1.25113	0	0	10.8681	0	0.0739214	0.188601	1.87393	0	0	0	1.57226	9.24361	0	0	0	0.21764	0	0.847729	0.493902	1.06417	0	0	0	0.653404	0.0730245	0	0	0	0	0	0.896378	0.186383	0	0.764381	0	1.28783	0.351416	1.48636	1.43639	1.78736	0.310299	0	0	0.947822	0	0.0738557	0.0366015	0	0	0.860755	0.211421	0.741966	5.7111	0	0.692174	0	1.10022	0.988886	2.40078	0	2.24819	1.45358	0.707466	0.849268	0.659417	0	0.806801	0.460822	0	0.280094	0	0	0	0.300451	0.840247	0	0	0	1.28542	0	0	0	0	0.782046	0.746525	0.526716	5.50192	0.285068	0.348892	0	0.315426	0	0	0	0	0	0	0	0.738803	0.203564	0	1.70607	0	0.172337	0	0	0	0.690732	0	0	0
K12510	3.92471	4.72604	1.13834	0.902986	1.88268	15.0074	0.261711	41.7039	4.36162	8.89201	2.85751	8.49359	2.74373	124.663	5.45557	0	87.1186	96.6617	85.0216	9.85434	8.01983	19.5355	47.8518	25.0896	40.1381	36.8129	19.944	14.8163	34.9923	22.6644	136.22	1.17435	12.0031	49.2834	52.4728	9.82202	61.0632	7.88394	2.75611	52.104	27.6222	22.7214	16.692	49.6728	27.4512	12.5724	39.7015	54.5633	31.5371	57.9275	39.4495	35.237	39.6625	24.8548	14.9034	7.70264	34.6225	18.9195	39.7471	77.1466	43.2468	13.7586	0	23.3395	59.7432	21.5482	46.7157	28.4807	0.101463	17.081	4.76184	20.8125	18.7984	8.09276	17.4317	10.9302	34.2299	16.4782	56.6443	37.9185	30.8772	8.95734	0.945221	11.3286	60.622	23.7857	14.4876	31.5932	68.4208	16.5989	11.7824	24.8587	52.1649	23.6321	78.0398	56.3328	49.7185	12.9209	0.847239	50.3495	62.709	36.2956	14.464	15.4427	35.6607	24.0854	38.2455	166.673	1.48537	0	3.48359	64.3534	57.6927	4.3232
K12511	0	0	0	0	0.821543	0	0.351364	6.32611	0	0	0	0	3.3543	3.80963	0	0	12.7355	29.0565	38.8432	0	0.368135	2.30862	24.5392	12.981	11.1863	10.2109	3.33545	0.949177	28.5351	18.9901	35.4932	0.371547	7.57324	9.14715	4.33972	5.77051	11.4567	4.00148	0.828105	44.2084	22.4065	4.35839	9.69455	17.944	19.096	1.13481	2.41888	0.37212	1.03741	0	0.985581	32.9863	0.745375	1.22654	10.8748	2.59177	9.4439	4.03772	0	61.2213	29.0059	6.24504	0.113047	0.803591	46.877	7.13662	40.1987	23.6113	0.236907	12.6122	1.73844	11.0144	2.74549	0.237173	1.31218	0	18.2634	0	13.6632	0.663745	7.19845	2.028	0	10.0832	14.7101	5.49481	5.42967	0	10.7343	4.33246	0.59744	13.3713	11.3985	0	41.6757	12.9324	1.60639	0	0	0.421272	0.156319	11.3824	4.26935	2.75231	10.7748	0	7.82665	0	0.768016	0.128319	0	0	0	0.240759
K12512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46516	0	1.9389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12524	25.2457	38.3869	24.9112	0	0.0413463	7.08985	1.37583	9.54173	0.392243	1.50589	23.6654	9.17279	0.0539409	1.3625	9.70016	3.96594	11.9025	0.0556969	0.807428	0.268284	7.23329	4.3779	1.18428	0	0	0	18.5114	0.0542229	0.35859	0	2.1134	3.37344	1.60303	0.665686	0.17442	0.0268776	1.3166	1.65499	5.44007	0.599663	0.596559	1.84478	6.6052	0.899967	3.86466	0.0867597	1.04501	0	0.109621	0	0	2.36249	4.51241	0.57142	4.38721	0.488761	0.982531	0.626716	23.8696	9.59904	1.89621	3.01819	0	1.36521	2.39389	0.255569	1.38234	0.101268	5.25314	1.27893	0.603807	0	0.509284	1.36167	0	16.5748	0.0753357	18.5767	15.2525	12.1759	6.53471	1.39398	8.56503	12.3207	1.32043	0.293723	0.341095	1.01117	0.0858067	1.48885	30.7782	5.39216	15.8615	15.2044	0.219942	0	0.0401941	3.70333	10.8491	6.54752	7.07096	13.055	37.7528	29.6323	0.196352	0.295649	5.71307	1.51951	27.9674	5.50427	0.156969	7.69378	0.202523	19.4345
K12525	17.4932	3.74447	3.79731	0	0.0145058	15.7021	0	0	0.0626676	5.26607	0	0	0.0473352	3.569	14.9635	0	0.0326463	0.049615	0.483584	0	1.09477	1.74975	2.46425	0	0.0425439	0	1.62505	0.275245	0.119795	0	0.627145	0.294125	0	1.54804	2.08966	0.107965	2.34425	0.10678	3.5993	0.295998	1.77275	3.80539	0.533469	0	0.232593	0.0479451	2.38409	0	0.0220925	0.0300054	0	0.0591007	0.965404	0.723704	2.71074	0	0	0	0	1.84457	4.52946	7.48997	0	11.5677	6.79207	0	3.58634	0.0520602	0	2.25568	1.27164	0	0.428541	0	0	0	0.342751	0.292258	0	0	0	0	0	0.0363078	0.516085	0.594166	0.0425661	2.27221	0.537903	7.347	0.84731	0.493686	0	0.36	0	0	0.0253915	0	0	0	0	1.00889	0.0351158	0	0.156542	0	0.0200673	0	0	0	1.68965	0	0	0
K12527	0.0971638	0.555202	0	0	0	2.60575	0	0.126889	0.0424106	0.937932	0.816988	0	0.0394913	0	3.16078	0	0	0	1.48858	0.767832	0.916297	0.52424	1.82693	0.327187	1.06097	0.325637	0	0.0661561	0.376688	0	0	0.117153	0	1.14939	1.0091	0.0177695	0.942518	0.205848	0.572142	0.556536	1.55572	0.998797	3.90081	2.79099	1.02647	0.901051	0.113942	0.288976	0.411107	0	0	0.67144	0.624777	0	0	2.04059	1.78969	0.972684	0.799964	1.55648	1.37947	1.17634	0	0.0244075	0	1.17183	2.42961	1.16789	0	0.0618878	0.154408	0.280394	0	0.754927	1.37978	0	0.080248	0.492509	0	0	0	1.49021	1.89351	1.84664	0.0305805	0.61416	1.45599	0.790474	0.365583	2.29946	0	0.0882441	0.895506	0.747849	0	0.403842	0.895438	0	0	0.330512	1.13498	1.28503	0.0351659	0	1.96267	0.593368	5.66662	0	0	0	0.107205	0	0	0
K12528	0.941401	0.0932104	0.0914554	0	0	1.58241	0	0.104549	0.0421184	1.24614	0	0	0.0433765	0.0985416	3.88399	0	0	0.0461525	0.0411363	0	0.0702594	0.0852424	0	0	0.0557621	0	0.0634899	0.0401808	0	0	0.0353956	0.0385151	0	0.213027	0.528642	0.0251933	0.102192	0.0232377	0.443796	0.291842	1.42743	0	3.49239	0.334513	0	0.0521864	0.152737	0	0.315523	0.0263266	0	0.0660047	0.341834	0	0.0722431	2.26353	0	0.442932	0	0.729368	0.244208	0.713815	0	0.0306308	0.12623	0.0833052	0.531845	0.33939	0	0	0	0	0.0333189	0	0	0	0.206051	0.0572724	0	0	0	0.660156	0	0.0431729	0.0705016	0.0553542	0.903854	0.325447	0.0417284	0.937256	0.0573114	0.0853482	0	0.358632	0	0	0.0597138	0	0	0	0	0.768702	0.02649	0	1.46949	0	0.0382686	0	0	0	0.10002	0	0	0
K12529	8.63975	1.78642	1.58672	0	0	16.355	0	0.791312	0.420114	3.39831	0	0	0.0605102	1.95	23.4846	0	0	0	0.527852	0	0.838027	1.35474	1.35314	0	0.210669	0	0.756487	0.438552	0.114817	0	0	0.182876	0.0967052	1.1177	2.05569	0.144755	1.06921	0.0484345	2.89255	0.907934	4.85442	2.74905	4.30725	1.05737	0	0.0896756	1.40724	0	0.518652	0	0	0.11117	1.24801	0.281076	1.23799	9.98073	0	0.896625	0	2.55991	2.14665	4.04741	0	0.0369487	1.87685	2.75734	3.73892	1.25615	0	1.53344	0.472917	0	0.227079	0	0	0	0.79025	0.783446	0	0	0.435996	3.83206	0	0.442338	0.29204	0.331635	0.975653	3.89856	0.786972	7.56883	0.259921	1.04241	0	1.34821	0	0	0.0515619	0	0	0	0	1.76397	0.33681	0	4.30817	0	0	0	0	0	1.34678	0	0	0
K12532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176265	1.07309	0.204543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
